Type,SKU,Name,Short description,Description,Weight (lbs),Regular price
simple,DERF1554-105P-1-14-7-248,DERF1554-105P-1-14-7-248,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 5'-2""",18.1102,44.26428
simple,DERF1554-105P-1-14-7-252,DERF1554-105P-1-14-7-252,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 5'-3""",18.4023,44.97822
simple,DERF1554-105P-1-14-7-256,DERF1554-105P-1-14-7-256,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 5'-4""",18.6944,45.69216
simple,DERF1554-105P-1-14-7-260,DERF1554-105P-1-14-7-260,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 5'-5""",18.9865,46.4061
simple,DERF1554-105P-1-14-7-264,DERF1554-105P-1-14-7-264,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 5'-6""",19.2786,47.12004
simple,DERF1554-105P-1-14-7-268,DERF1554-105P-1-14-7-268,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 5'-7""",19.5707,47.83398
simple,DERF1554-105P-1-14-7-272,DERF1554-105P-1-14-7-272,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 5'-8""",19.8628,48.54792
simple,DERF1554-105P-1-14-7-276,DERF1554-105P-1-14-7-276,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 5'-9""",20.1549,49.26186
simple,DERF1554-105P-1-14-7-280,DERF1554-105P-1-14-7-280,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 5'-10""",20.447,49.9758
simple,DERF1554-105P-1-14-7-284,DERF1554-105P-1-14-7-284,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 5'-11""",20.7391,50.68974
simple,DERF1554-105P-1-14-7-288,DERF1554-105P-1-14-7-288,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'",21.0312,51.40368
simple,DERF1554-105P-1-14-7-292,DERF1554-105P-1-14-7-292,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'-1""",21.3233,52.11762
simple,DERF1554-105P-1-14-7-296,DERF1554-105P-1-14-7-296,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'-2""",21.6154,52.83156
simple,DERF1554-105P-1-14-7-300,DERF1554-105P-1-14-7-300,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'-3""",21.9075,53.5455
simple,DERF1554-105P-1-14-7-304,DERF1554-105P-1-14-7-304,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'-4""",22.1996,54.25944
simple,DERF1554-105P-1-14-7-308,DERF1554-105P-1-14-7-308,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'-5""",22.4917,54.97338
simple,DERF1554-105P-1-14-7-312,DERF1554-105P-1-14-7-312,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'-6""",22.7838,55.68732
simple,DERF1554-105P-1-14-7-316,DERF1554-105P-1-14-7-316,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'-7""",23.0759,56.40126
simple,DERF1554-105P-1-14-7-320,DERF1554-105P-1-14-7-320,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'-8""",23.368,57.1152
simple,DERF1554-105P-1-14-7-324,DERF1554-105P-1-14-7-324,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'-9""",23.6601,57.82914
simple,DERF1554-105P-1-14-7-328,DERF1554-105P-1-14-7-328,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'-10""",23.9522,58.54308
simple,DERF1554-105P-1-14-7-332,DERF1554-105P-1-14-7-332,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 6'-11""",24.2443,59.25702
simple,DERF1554-105P-1-14-7-336,DERF1554-105P-1-14-7-336,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'",24.5364,59.97096
simple,DERF1554-105P-1-14-7-340,DERF1554-105P-1-14-7-340,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'-1""",24.8285,60.6849
simple,DERF1554-105P-1-14-7-344,DERF1554-105P-1-14-7-344,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'-2""",25.1206,61.39884
simple,DERF1554-105P-1-14-7-348,DERF1554-105P-1-14-7-348,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'-3""",25.4127,62.11278
simple,DERF1554-105P-1-14-7-352,DERF1554-105P-1-14-7-352,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'-4""",25.7048,62.82672
simple,DERF1554-105P-1-14-7-356,DERF1554-105P-1-14-7-356,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'-5""",25.9969,63.54066
simple,DERF1554-105P-1-14-7-360,DERF1554-105P-1-14-7-360,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'-6""",26.289,64.2546
simple,DERF1554-105P-1-14-7-364,DERF1554-105P-1-14-7-364,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'-7""",26.5811,64.96854
simple,DERF1554-105P-1-14-7-368,DERF1554-105P-1-14-7-368,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'-8""",26.8732,65.68248
simple,DERF1554-105P-1-14-7-372,DERF1554-105P-1-14-7-372,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'-9""",27.1653,66.39642
simple,DERF1554-105P-1-14-7-376,DERF1554-105P-1-14-7-376,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'-10""",27.4574,67.11036
simple,DERF1554-105P-1-14-7-380,DERF1554-105P-1-14-7-380,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 7'-11""",27.7495,67.8243
simple,DERF1554-105P-1-14-7-384,DERF1554-105P-1-14-7-384,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'",28.0416,68.53824
simple,DERF1554-105P-1-14-7-388,DERF1554-105P-1-14-7-388,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'-1""",28.3337,69.25218
simple,DERF1554-105P-1-14-7-392,DERF1554-105P-1-14-7-392,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'-2""",28.6258,69.96612
simple,DERF1554-105P-1-14-7-396,DERF1554-105P-1-14-7-396,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'-3""",28.9179,70.68006
simple,DERF1554-105P-1-14-7-400,DERF1554-105P-1-14-7-400,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'-4""",29.21,71.394
simple,DERF1554-105P-1-14-7-404,DERF1554-105P-1-14-7-404,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'-5""",29.5021,72.10794
simple,DERF1554-105P-1-14-7-408,DERF1554-105P-1-14-7-408,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'-6""",29.7942,72.82188
simple,DERF1554-105P-1-14-7-412,DERF1554-105P-1-14-7-412,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'-7""",30.0863,73.53582
simple,DERF1554-105P-1-14-7-416,DERF1554-105P-1-14-7-416,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'-8""",30.3784,74.24976
simple,DERF1554-105P-1-14-7-420,DERF1554-105P-1-14-7-420,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'-9""",30.6705,74.9637
simple,DERF1554-105P-1-14-7-424,DERF1554-105P-1-14-7-424,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'-10""",30.9626,75.67764
simple,DERF1554-105P-1-14-7-428,DERF1554-105P-1-14-7-428,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 8'-11""",31.2547,76.39158
simple,DERF1554-105P-1-14-7-432,DERF1554-105P-1-14-7-432,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'",31.5468,77.10552
simple,DERF1554-105P-1-14-7-436,DERF1554-105P-1-14-7-436,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'-1""",31.8389,77.81946
simple,DERF1554-105P-1-14-7-440,DERF1554-105P-1-14-7-440,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'-2""",32.131,78.5334
simple,DERF1554-105P-1-14-7-444,DERF1554-105P-1-14-7-444,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'-3""",32.4231,79.24734
simple,DERF1554-105P-1-14-7-448,DERF1554-105P-1-14-7-448,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'-4""",32.7152,79.96128
simple,DERF1554-105P-1-14-7-452,DERF1554-105P-1-14-7-452,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'-5""",33.0073,80.67522
simple,DERF1554-105P-1-14-7-456,DERF1554-105P-1-14-7-456,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'-6""",33.2994,81.38916
simple,DERF1554-105P-1-14-7-460,DERF1554-105P-1-14-7-460,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'-7""",33.5915,82.1031
simple,DERF1554-105P-1-14-7-464,DERF1554-105P-1-14-7-464,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'-8""",33.8836,82.81704
simple,DERF1554-105P-1-14-7-468,DERF1554-105P-1-14-7-468,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'-9""",34.1757,83.53098
simple,DERF1554-105P-1-14-7-472,DERF1554-105P-1-14-7-472,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'-10""",34.4678,84.24492
simple,DERF1554-105P-1-14-7-476,DERF1554-105P-1-14-7-476,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 9'-11""",34.7599,84.95886
simple,DERF1554-105P-1-14-7-480,DERF1554-105P-1-14-7-480,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'",35.052,85.6728
simple,DERF1554-105P-1-14-7-484,DERF1554-105P-1-14-7-484,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'-1""",35.3441,86.38674
simple,DERF1554-105P-1-14-7-488,DERF1554-105P-1-14-7-488,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'-2""",35.6362,87.10068
simple,DERF1554-105P-1-14-7-492,DERF1554-105P-1-14-7-492,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'-3""",35.9283,87.81462
simple,DERF1554-105P-1-14-7-496,DERF1554-105P-1-14-7-496,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'-4""",36.2204,88.52856
simple,DERF1554-105P-1-14-7-500,DERF1554-105P-1-14-7-500,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'-5""",36.5125,89.2425
simple,DERF1554-105P-1-14-7-504,DERF1554-105P-1-14-7-504,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'-6""",36.8046,89.95644
simple,DERF1554-105P-1-14-7-508,DERF1554-105P-1-14-7-508,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'-7""",37.0967,90.67038
simple,DERF1554-105P-1-14-7-512,DERF1554-105P-1-14-7-512,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'-8""",37.3888,91.38432
simple,DERF1554-105P-1-14-7-516,DERF1554-105P-1-14-7-516,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'-9""",37.6809,92.09826
simple,DERF1554-105P-1-14-7-520,DERF1554-105P-1-14-7-520,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'-10""",37.973,92.8122
simple,DERF1554-105P-1-14-7-524,DERF1554-105P-1-14-7-524,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 10'-11""",38.2651,93.52614
simple,DERF1554-105P-1-14-7-528,DERF1554-105P-1-14-7-528,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'",38.5572,94.24008
simple,DERF1554-105P-1-14-7-532,DERF1554-105P-1-14-7-532,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'-1""",38.8493,94.95402
simple,DERF1554-105P-1-14-7-536,DERF1554-105P-1-14-7-536,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'-2""",39.1414,95.66796
simple,DERF1554-105P-1-14-7-540,DERF1554-105P-1-14-7-540,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'-3""",39.4335,96.3819
simple,DERF1554-105P-1-14-7-544,DERF1554-105P-1-14-7-544,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'-4""",39.7256,97.09584
simple,DERF1554-105P-1-14-7-548,DERF1554-105P-1-14-7-548,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'-5""",40.0177,97.80978
simple,DERF1554-105P-1-14-7-552,DERF1554-105P-1-14-7-552,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'-6""",40.3098,98.52372
simple,DERF1554-105P-1-14-7-556,DERF1554-105P-1-14-7-556,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'-7""",40.6019,99.23766
simple,DERF1554-105P-1-14-7-560,DERF1554-105P-1-14-7-560,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'-8""",40.894,99.9516
simple,DERF1554-105P-1-14-7-564,DERF1554-105P-1-14-7-564,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'-9""",41.1861,100.66554
simple,DERF1554-105P-1-14-7-568,DERF1554-105P-1-14-7-568,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'-10""",41.4782,101.37948
simple,DERF1554-105P-1-14-7-572,DERF1554-105P-1-14-7-572,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 11'-11""",41.7703,102.09342
simple,DERF1554-105P-1-14-7-576,DERF1554-105P-1-14-7-576,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-1/4""-7 x 12'",42.0624,102.80736
simple,DERF1554-105P-1-38-6-24,DERF1554-105P-1-38-6-24,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 6""",2.076,5.10516
simple,DERF1554-105P-1-38-6-28,DERF1554-105P-1-38-6-28,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 7""",2.422,5.95602
simple,DERF1554-105P-1-38-6-32,DERF1554-105P-1-38-6-32,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 8""",2.768,6.80688
simple,DERF1554-105P-1-38-6-36,DERF1554-105P-1-38-6-36,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 9""",3.114,7.65774
simple,DERF1554-105P-1-38-6-40,DERF1554-105P-1-38-6-40,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 10""",3.46,8.5086
simple,DERF1554-105P-1-38-6-44,DERF1554-105P-1-38-6-44,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 11""",3.806,9.35946
simple,DERF1554-105P-1-38-6-48,DERF1554-105P-1-38-6-48,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'",4.152,10.21032
simple,DERF1554-105P-1-38-6-52,DERF1554-105P-1-38-6-52,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'-1""",4.498,11.06118
simple,DERF1554-105P-1-38-6-56,DERF1554-105P-1-38-6-56,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'-2""",4.844,11.91204
simple,DERF1554-105P-1-38-6-60,DERF1554-105P-1-38-6-60,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'-3""",5.19,12.7629
simple,DERF1554-105P-1-38-6-64,DERF1554-105P-1-38-6-64,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'-4""",5.536,13.61376
simple,DERF1554-105P-1-38-6-68,DERF1554-105P-1-38-6-68,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'-5""",5.882,14.46462
simple,DERF1554-105P-1-38-6-72,DERF1554-105P-1-38-6-72,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'-6""",6.228,15.31548
simple,DERF1554-105P-1-38-6-76,DERF1554-105P-1-38-6-76,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'-7""",6.574,16.16634
simple,DERF1554-105P-1-38-6-80,DERF1554-105P-1-38-6-80,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'-8""",6.92,17.0172
simple,DERF1554-105P-1-38-6-84,DERF1554-105P-1-38-6-84,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'-9""",7.266,17.86806
simple,DERF1554-105P-1-38-6-88,DERF1554-105P-1-38-6-88,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'-10""",7.612,18.71892
simple,DERF1554-105P-1-38-6-92,DERF1554-105P-1-38-6-92,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 1'-11""",7.958,19.56978
simple,DERF1554-105P-1-38-6-96,DERF1554-105P-1-38-6-96,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'",8.304,20.42064
simple,DERF1554-105P-1-38-6-100,DERF1554-105P-1-38-6-100,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'-1""",8.65,21.2715
simple,DERF1554-105P-1-38-6-104,DERF1554-105P-1-38-6-104,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'-2""",8.996,22.12236
simple,DERF1554-105P-1-38-6-108,DERF1554-105P-1-38-6-108,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'-3""",9.342,22.97322
simple,DERF1554-105P-1-38-6-112,DERF1554-105P-1-38-6-112,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'-4""",9.688,23.82408
simple,DERF1554-105P-1-38-6-116,DERF1554-105P-1-38-6-116,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'-5""",10.034,24.67494
simple,DERF1554-105P-1-38-6-120,DERF1554-105P-1-38-6-120,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'-6""",10.38,25.5258
simple,DERF1554-105P-1-38-6-124,DERF1554-105P-1-38-6-124,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'-7""",10.726,26.37666
simple,DERF1554-105P-1-38-6-128,DERF1554-105P-1-38-6-128,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'-8""",11.072,27.22752
simple,DERF1554-105P-1-38-6-132,DERF1554-105P-1-38-6-132,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'-9""",11.418,28.07838
simple,DERF1554-105P-1-38-6-136,DERF1554-105P-1-38-6-136,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'-10""",11.764,28.92924
simple,DERF1554-105P-1-38-6-140,DERF1554-105P-1-38-6-140,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 2'-11""",12.11,29.7801
simple,DERF1554-105P-1-38-6-144,DERF1554-105P-1-38-6-144,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'",12.456,30.63096
simple,DERF1554-105P-1-38-6-148,DERF1554-105P-1-38-6-148,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'-1""",12.802,31.48182
simple,DERF1554-105P-1-38-6-152,DERF1554-105P-1-38-6-152,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'-2""",13.148,32.33268
simple,DERF1554-105P-1-38-6-156,DERF1554-105P-1-38-6-156,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'-3""",13.494,33.18354
simple,DERF1554-105P-1-38-6-160,DERF1554-105P-1-38-6-160,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'-4""",13.84,34.0344
simple,DERF1554-105P-1-38-6-164,DERF1554-105P-1-38-6-164,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'-5""",14.186,34.88526
simple,DERF1554-105P-1-38-6-168,DERF1554-105P-1-38-6-168,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'-6""",14.532,35.73612
simple,DERF1554-105P-1-38-6-172,DERF1554-105P-1-38-6-172,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'-7""",14.878,36.58698
simple,DERF1554-105P-1-38-6-176,DERF1554-105P-1-38-6-176,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'-8""",15.224,37.43784
simple,DERF1554-105P-1-38-6-180,DERF1554-105P-1-38-6-180,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'-9""",15.57,38.2887
simple,DERF1554-105P-1-38-6-184,DERF1554-105P-1-38-6-184,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'-10""",15.916,39.13956
simple,DERF1554-105P-1-38-6-188,DERF1554-105P-1-38-6-188,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 3'-11""",16.262,39.99042
simple,DERF1554-105P-1-38-6-192,DERF1554-105P-1-38-6-192,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 4'",16.608,40.84128
simple,DERF1554-105P-1-38-6-196,DERF1554-105P-1-38-6-196,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 4'-1""",16.954,41.69214
simple,DERF1554-105P-1-38-6-200,DERF1554-105P-1-38-6-200,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 4'-2""",17.3,42.543
simple,DERF1554-105P-1-38-6-204,DERF1554-105P-1-38-6-204,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 4'-3""",17.646,43.39386
simple,DERF1554-105P-1-38-6-208,DERF1554-105P-1-38-6-208,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 4'-4""",17.992,44.24472
simple,DERF1554-105P-1-38-6-212,DERF1554-105P-1-38-6-212,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 4'-5""",18.338,45.09558
simple,DERF1554-105P-1-38-6-216,DERF1554-105P-1-38-6-216,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 4'-6""",18.684,45.94644
simple,DERF1554-105P-1-38-6-220,DERF1554-105P-1-38-6-220,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 4'-7""",19.03,46.7973
simple,DERF1554-105P-1-38-6-224,DERF1554-105P-1-38-6-224,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 4'-8""",19.376,47.64816
simple,DERF1554-105P-1-38-6-228,DERF1554-105P-1-38-6-228,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 4'-9""",19.722,48.49902
simple,DERF1554-105P-1-38-6-232,DERF1554-105P-1-38-6-232,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Plain Double End Rod - 1-3/8""-6 x 4'-10""",20.068,49.34988
